t,LHEE_x,LHEE_y,LHEE_z,LTOE_x,LTOE_y,LTOE_z,RHEE_x,RHEE_y,RHEE_z,RTOE_x,RTOE_y,RTOE_z
0,NaN,NaN,NaN,2531.44091796875,1078.94030761719,43.8183250427246,NaN,NaN,NaN,NaN,NaN,NaN
0.0166666666666667,NaN,NaN,NaN,2467.47802734375,1080.19140625,49.0037689208984,NaN,NaN,NaN,NaN,NaN,NaN
0.0333333333333333,NaN,NaN,NaN,2405.83862304688,1082.03356933594,55.434455871582,NaN,NaN,NaN,NaN,NaN,NaN
0.05,NaN,NaN,NaN,2348.60913085938,1084.67578125,63.6336097717285,NaN,NaN,NaN,NaN,NaN,NaN
0.0666666666666667,NaN,NaN,NaN,2297.49829101562,1087.92578125,73.0183029174805,NaN,NaN,NaN,NaN,NaN,NaN
0.0833333333333333,NaN,NaN,NaN,2253.80908203125,1091.431640625,81.8982772827148,NaN,NaN,NaN,NaN,NaN,NaN
0.1,NaN,NaN,NaN,2218.35766601562,1094.92272949219,88.0584106445312,NaN,NaN,NaN,NaN,NaN,NaN
0.116666666666667,NaN,NaN,NaN,2191.31201171875,1098.326171875,89.6905288696289,NaN,NaN,NaN,NaN,NaN,NaN
0.133333333333333,NaN,NaN,NaN,2172.04516601562,1101.70703125,86.0449752807617,NaN,NaN,NaN,NaN,NaN,NaN
0.15,NaN,NaN,NaN,2159.10375976562,1105.11975097656,77.674186706543,NaN,NaN,NaN,NaN,NaN,NaN
0.166666666666667,NaN,NaN,NaN,2150.49145507812,1108.53662109375,66.3596267700195,NaN,NaN,NaN,NaN,NaN,NaN
0.183333333333333,NaN,NaN,NaN,2144.3232421875,1111.8251953125,54.514720916748,NaN,NaN,NaN,NaN,NaN,NaN
0.2,NaN,NaN,NaN,2139.40698242188,1114.76123046875,44.154899597168,NaN,NaN,NaN,NaN,NaN,NaN
0.216666666666667,NaN,NaN,NaN,2135.29516601562,1117.21081542969,36.2638282775879,NaN,NaN,NaN,NaN,NaN,NaN
0.233333333333333,NaN,NaN,NaN,2131.98266601562,1119.20947265625,30.9659690856934,NaN,NaN,NaN,NaN,NaN,NaN
0.25,NaN,NaN,NaN,2129.61645507812,1120.74621582031,27.9261302947998,NaN,NaN,NaN,NaN,NaN,NaN
0.266666666666667,NaN,NaN,NaN,2128.25244140625,1121.7109375,26.5639152526855,NaN,NaN,NaN,NaN,NaN,NaN
0.283333333333333,NaN,NaN,NaN,2127.71264648438,1122.10546875,26.2145500183105,NaN,NaN,NaN,NaN,NaN,NaN
0.3,NaN,NaN,NaN,2127.66552734375,1122.0888671875,26.3126087188721,NaN,NaN,NaN,NaN,NaN,NaN
0.316666666666667,NaN,NaN,NaN,2127.80883789062,1121.85620117188,26.5083236694336,NaN,NaN,NaN,NaN,NaN,NaN
0.333333333333333,NaN,NaN,NaN,2127.95922851562,1121.5693359375,26.6529541015625,NaN,NaN,NaN,NaN,NaN,NaN
0.35,NaN,NaN,NaN,2128.04077148438,1121.33679199219,26.7054347991943,NaN,NaN,NaN,NaN,NaN,NaN
0.366666666666667,NaN,NaN,NaN,2128.03515625,1121.19921875,26.6670532226562,NaN,NaN,NaN,NaN,NaN,NaN
0.383333333333333,NaN,NaN,NaN,2127.95166015625,1121.14331054688,26.5665550231934,NaN,NaN,NaN,NaN,NaN,NaN
0.4,NaN,NaN,NaN,2127.82348632812,1121.14086914062,26.4473857879639,NaN,NaN,NaN,2440.11401367188,1252.84289550781,77.5852432250977
0.416666666666667,NaN,NaN,NaN,2127.70239257812,1121.17077636719,26.3423900604248,NaN,NaN,NaN,2381.95971679688,1253.7509765625,72.1271667480469
0.433333333333333,NaN,NaN,NaN,2127.65209960938,1121.21484375,26.2569961547852,NaN,NaN,NaN,2322.13623046875,1254.66809082031,66.4955749511719
0.45,NaN,NaN,NaN,2127.73876953125,1121.24536132812,26.1794471740723,NaN,NaN,NaN,2259.453125,1255.65637207031,60.7543258666992
0.466666666666667,NaN,NaN,NaN,2127.99096679688,1121.23217773438,26.1086673736572,NaN,NaN,NaN,2193.56909179688,1256.80541992188,55.2896690368652
0.483333333333333,NaN,NaN,NaN,2128.31665039062,1121.19213867188,26.057674407959,NaN,NaN,NaN,2125.01000976562,1258.22326660156,50.6844329833984
0.5,NaN,NaN,NaN,2128.51904296875,1121.21459960938,26.0266647338867,NaN,NaN,NaN,2054.83740234375,1260.0625,47.4829597473145
0.516666666666667,NaN,NaN,NaN,2128.47241210938,1121.37097167969,26.0007362365723,NaN,NaN,NaN,1984.15637207031,1262.51635742188,46.0967063903809
0.533333333333333,NaN,NaN,NaN,2128.2421875,1121.62194824219,25.9737071990967,2119.04663085938,1225.64233398438,67.7223663330078,1913.85815429688,1265.73718261719,46.8774719238281
0.55,NaN,NaN,NaN,2127.98583984375,1121.87170410156,25.9568672180176,2050.30639648438,1230.49438476562,55.543571472168,1844.79565429688,1269.66333007812,50.1725387573242
0.566666666666667,NaN,NaN,NaN,2127.7998046875,1122.06079101562,25.9709968566895,1983.12670898438,1235.51586914062,45.7231521606445,1778.07470703125,1273.90759277344,56.2491836547852
0.583333333333333,NaN,NaN,NaN,2127.69873046875,1122.17761230469,26.0176582336426,1919.32006835938,1240.6572265625,39.5161247253418,1715.19226074219,1277.88830566406,64.9923934936523
0.6,NaN,NaN,NaN,2127.67163085938,1122.22863769531,26.0612239837646,1860.89404296875,1245.49243164062,36.7370491027832,1657.92175292969,1281.12231445312,75.4440002441406
0.616666666666667,NaN,NaN,NaN,2127.69506835938,1122.20324707031,26.06276512146,1809.82104492188,1249.42224121094,36.179817199707,1608.00024414062,1283.45983886719,85.6265640258789
0.633333333333333,NaN,NaN,NaN,2127.724609375,1122.0546875,26.0165367126465,1767.70654296875,1252.10375976562,36.327449798584,1566.751953125,1285.083984375,93.0894165039062
0.65,NaN,NaN,NaN,2127.71557617188,1121.75036621094,25.9463901519775,1735.33422851562,1253.59008789062,35.9963684082031,1534.71520996094,1286.26843261719,95.9154891967773
0.666666666666667,NaN,NaN,NaN,2127.66967773438,1121.37390136719,25.8819065093994,1712.35571289062,1254.15478515625,34.7619400024414,1511.43359375,1287.14465332031,93.4157562255859
