t,LHEE_x,LHEE_y,LHEE_z,LTOE_x,LTOE_y,LTOE_z,RHEE_x,RHEE_y,RHEE_z,RTOE_x,RTOE_y,RTOE_z
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0166666666666667,NaN,NaN,NaN,1894.01745605469,1051.03356933594,22.4172344207764,2064.595703125,1179.85131835938,88.5226058959961,NaN,NaN,NaN
0.0333333333333333,NaN,NaN,NaN,1893.81103515625,1050.93664550781,22.3732261657715,2026.40966796875,1175.94458007812,79.0750350952148,NaN,NaN,NaN
0.05,2073.11767578125,1132.08129882812,30.9408226013184,1893.50463867188,1050.80004882812,22.3220119476318,1988.51403808594,1172.583984375,70.0791931152344,1826.49243164062,1262.53930664062,34.6090202331543
0.0666666666666667,2072.8271484375,1132.85620117188,30.9309940338135,1893.06494140625,1050.60815429688,22.283899307251,1951.20861816406,1169.974609375,61.9115257263184,1790.25463867188,1262.84423828125,36.6602897644043
0.0833333333333333,2072.59887695312,1133.50305175781,30.9224376678467,1892.55456542969,1050.40283203125,22.2793216705322,1914.86083984375,1167.99206542969,54.8816528320312,1754.81262207031,1263.0966796875,38.793327331543
0.1,2072.43334960938,1133.95288085938,30.9147262573242,1892.11547851562,1050.2978515625,22.2703018188477,1880.00439453125,1166.39416503906,49.1965789794922,1720.82482910156,1263.09814453125,40.9877624511719
0.116666666666667,2072.26513671875,1134.20007324219,30.9130077362061,1891.89270019531,1050.41711425781,22.1777076721191,1847.37927246094,1165.01538085938,44.8156967163086,1688.91882324219,1262.78625488281,43.1853713989258
0.133333333333333,2071.94677734375,1134.30090332031,30.9330101013184,1891.90979003906,1050.79077148438,21.979211807251,1817.79821777344,1163.82568359375,41.4168930053711,1659.7041015625,1262.22253417969,45.2513313293457
0.15,2071.33544921875,1134.34045410156,30.9914798736572,1892.01745605469,1051.30834960938,21.7515029907227,1791.94470214844,1162.82336425781,38.6005706787109,1633.75451660156,1261.244140625,46.8752822875977
0.166666666666667,2070.41357421875,1134.39733886719,31.0948467254639,1892.02014160156,1051.78564453125,21.597692489624,1770.30554199219,1161.95532226562,36.0577125549316,1611.62121582031,1259.62133789062,47.6384811401367
0.183333333333333,2069.330078125,1134.51696777344,31.2268543243408,1891.87463378906,1052.08093261719,21.5577087402344,1753.20336914062,1161.15869140625,33.5761528015137,1593.67114257812,1257.45007324219,47.163703918457
0.2,2068.42163085938,1134.56860351562,31.5319480895996,1891.71057128906,1052.16442871094,21.6028156280518,1740.78649902344,1160.43640136719,31.1313381195068,1579.94860839844,1255.03283691406,45.2426223754883
